"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalPersonenInHuishoudens_1";"TotaalInParticuliereHuishoudens_2";"ThuiswonendKind_3";"Alleenstaand_4";"TotaalSamenwonendePersonen_5";"PartnerInNietGehuwdPaarZonderKi_6";"PartnerInGehuwdPaarZonderKinderen_7";"PartnerInNietGehuwdPaarMetKinderen_8";"PartnerInGehuwdPaarMetKinderen_9";"OuderInEenouderhuishouden_10";"OverigLidHuishouden_11";"PersonenInInstitutioneleHuishoudens_12"
"314466";"T001038";"71900";"NL01  ";"2016JJ00";"   96978";"   70187";"       0";"   51100";"   13746";"     876";"   12451";"      39";"     380";"    2612";"    2729";"   26791"
"314467";"T001038";"71900";"NL01  ";"2017JJ00";"   98476";"   73349";"       0";"   53544";"   14510";"     904";"   13153";"      45";"     408";"    2614";"    2681";"   25127"
"314468";"T001038";"71900";"NL01  ";"2018JJ00";"   99410";"   73902";"       0";"   53522";"   15232";"     886";"   13860";"      53";"     433";"    2620";"    2528";"   25508"
"314469";"T001038";"71900";"NL01  ";"2019JJ00";"  100963";"   75447";"       0";"   54673";"   15561";"     881";"   14176";"      47";"     457";"    2687";"    2526";"   25516"
"314470";"T001038";"71900";"NL01  ";"2020JJ00";"  103118";"   76784";"       0";"   55201";"   16306";"     940";"   14868";"      47";"     451";"    2717";"    2560";"   26334"
"314471";"T001038";"71900";"NL01  ";"2021JJ00";"  105048";"   79025";"       0";"   56589";"   16943";"     948";"   15447";"      53";"     495";"    2863";"    2630";"   26023"
"314472";"T001038";"71900";"NL01  ";"2022JJ00";"  106740";"   80615";"       0";"   57568";"   17590";"     963";"   16086";"      52";"     489";"    2801";"    2656";"   26125"
"314473";"T001038";"71900";"NL01  ";"2023JJ00";"  108901";"   81651";"       0";"   58151";"   18231";"    1046";"   16620";"      48";"     517";"    2674";"    2595";"   27250"
"314474";"T001038";"71900";"NL01  ";"2024JJ00";"  109950";"   82589";"       0";"   58548";"   18867";"    1151";"   17160";"      43";"     513";"    2644";"    2530";"   27361"
"314575";"T001038";"71900";"PV20  ";"2000JJ00";"    2528";"    1417";"       0";"    1019";"     239";"      39";"     190";"       2";"       8";"      75";"      84";"    1111"
"314576";"T001038";"71900";"PV20  ";"2001JJ00";"    2579";"    1481";"       0";"    1087";"     236";"      28";"     201";"       2";"       5";"      82";"      76";"    1098"
"314577";"T001038";"71900";"PV20  ";"2002JJ00";"    2571";"    1466";"       0";"    1077";"     235";"      31";"     197";"       2";"       5";"      83";"      71";"    1105"
"314578";"T001038";"71900";"PV20  ";"2003JJ00";"    2580";"    1491";"       0";"    1102";"     221";"      25";"     193";"       2";"       1";"      89";"      79";"    1089"
"314579";"T001038";"71900";"PV20  ";"2004JJ00";"    2590";"    1572";"       0";"    1149";"     247";"      25";"     215";"       1";"       6";"      90";"      86";"    1018"
"314580";"T001038";"71900";"PV20  ";"2005JJ00";"    2622";"    1589";"       0";"    1129";"     273";"      30";"     232";"       2";"       9";"      92";"      95";"    1033"
"314581";"T001038";"71900";"PV20  ";"2006JJ00";"    2656";"    1675";"       0";"    1230";"     273";"      31";"     233";"       1";"       8";"      83";"      89";"     981"
"314582";"T001038";"71900";"PV20  ";"2007JJ00";"    2672";"    1730";"       0";"    1275";"     263";"      30";"     225";"       1";"       7";"      85";"     107";"     942"
"314583";"T001038";"71900";"PV20  ";"2008JJ00";"    2690";"    1698";"       0";"    1287";"     252";"      31";"     216";"       0";"       5";"      70";"      89";"     992"
"314584";"T001038";"71900";"PV20  ";"2009JJ00";"    2734";"    1710";"       0";"    1266";"     276";"      40";"     225";"       1";"      10";"      73";"      95";"    1024"
"314585";"T001038";"71900";"PV20  ";"2010JJ00";"    2826";"    1805";"       0";"    1333";"     313";"      34";"     267";"       1";"      11";"      74";"      85";"    1021"
"314586";"T001038";"71900";"PV20  ";"2011JJ00";"    3100";"    1992";"       0";"    1441";"     351";"      32";"     304";"       1";"      14";"     110";"      90";"    1108"
"314587";"T001038";"71900";"PV20  ";"2012JJ00";"    3311";"    2185";"       0";"    1559";"     409";"      40";"     354";"       0";"      15";"     112";"     105";"    1126"
"314588";"T001038";"71900";"PV20  ";"2013JJ00";"    3451";"    2327";"       0";"    1678";"     438";"      43";"     382";"       0";"      13";"     105";"     106";"    1124"
"314589";"T001038";"71900";"PV20  ";"2014JJ00";"    3628";"    2378";"       0";"    1713";"     464";"      36";"     418";"       0";"      10";"      97";"     104";"    1250"
"314590";"T001038";"71900";"PV20  ";"2015JJ00";"    3690";"    2638";"       0";"    1915";"     535";"      38";"     480";"       3";"      14";"      97";"      91";"    1052"
"314591";"T001038";"71900";"PV20  ";"2016JJ00";"    3636";"    2640";"       0";"    1945";"     529";"      35";"     484";"       1";"       9";"      85";"      81";"     996"
"314592";"T001038";"71900";"PV20  ";"2017JJ00";"    3679";"    2719";"       0";"    1991";"     553";"      26";"     514";"       1";"      12";"      85";"      90";"     960"
"314593";"T001038";"71900";"PV20  ";"2018JJ00";"    3539";"    2628";"       0";"    1937";"     518";"      33";"     470";"       1";"      14";"      89";"      84";"     911"
"314594";"T001038";"71900";"PV20  ";"2019JJ00";"    3497";"    2579";"       0";"    1937";"     491";"      31";"     448";"       0";"      12";"      76";"      75";"     918"
"314595";"T001038";"71900";"PV20  ";"2020JJ00";"    3480";"    2575";"       0";"    1899";"     530";"      32";"     485";"       1";"      12";"      78";"      68";"     905"
"314596";"T001038";"71900";"PV20  ";"2021JJ00";"    3615";"    2712";"       0";"    2010";"     551";"      30";"     504";"       1";"      16";"      88";"      63";"     903"
"314597";"T001038";"71900";"PV20  ";"2022JJ00";"    3553";"    2687";"       0";"    1965";"     567";"      33";"     521";"       1";"      12";"      91";"      64";"     866"
"314598";"T001038";"71900";"PV20  ";"2023JJ00";"    3675";"    2782";"       0";"    1998";"     627";"      43";"     567";"       0";"      17";"      87";"      70";"     893"
"314599";"T001038";"71900";"PV20  ";"2024JJ00";"    3644";"    2737";"       0";"    1971";"     605";"      34";"     552";"       1";"      18";"      96";"      65";"     907"
"314600";"T001038";"71900";"PV21  ";"2000JJ00";"    2560";"    1466";"       0";"    1089";"     236";"      33";"     193";"       2";"       8";"      80";"      61";"    1094"
"314601";"T001038";"71900";"PV21  ";"2001JJ00";"    2618";"    1555";"       0";"    1165";"     234";"      39";"     181";"       4";"      10";"      93";"      63";"    1063"
"314602";"T001038";"71900";"PV21  ";"2002JJ00";"    2665";"    1636";"       0";"    1215";"     264";"      38";"     212";"       1";"      13";"      79";"      78";"    1029"
"314603";"T001038";"71900";"PV21  ";"2003JJ00";"    2735";"    1753";"       0";"    1328";"     279";"      23";"     234";"       1";"      21";"      83";"      63";"     982"
"314604";"T001038";"71900";"PV21  ";"2004JJ00";"    2756";"    1807";"       0";"    1357";"     308";"      25";"     264";"       1";"      18";"      71";"      71";"     949"
"314605";"T001038";"71900";"PV21  ";"2005JJ00";"    2845";"    1853";"       0";"    1378";"     312";"      33";"     263";"       1";"      15";"      78";"      85";"     992"
"314606";"T001038";"71900";"PV21  ";"2006JJ00";"    2892";"    1888";"       0";"    1436";"     315";"      31";"     273";"       0";"      11";"      63";"      74";"    1004"
"314607";"T001038";"71900";"PV21  ";"2007JJ00";"    2914";"    1994";"       0";"    1517";"     330";"      24";"     294";"       1";"      11";"      72";"      75";"     920"
"314608";"T001038";"71900";"PV21  ";"2008JJ00";"    2934";"    1986";"       0";"    1545";"     307";"      34";"     263";"       0";"      10";"      65";"      69";"     948"
"314609";"T001038";"71900";"PV21  ";"2009JJ00";"    2975";"    2026";"       0";"    1576";"     302";"      31";"     260";"       0";"      11";"      68";"      80";"     949"
"314610";"T001038";"71900";"PV21  ";"2010JJ00";"    3069";"    2093";"       0";"    1594";"     364";"      34";"     316";"       2";"      12";"      70";"      65";"     976"
"314611";"T001038";"71900";"PV21  ";"2011JJ00";"    3374";"    2289";"       0";"    1711";"     417";"      28";"     369";"       3";"      17";"      91";"      70";"    1085"
"314612";"T001038";"71900";"PV21  ";"2012JJ00";"    3558";"    2443";"       0";"    1821";"     456";"      30";"     414";"       1";"      11";"      89";"      77";"    1115"
"314613";"T001038";"71900";"PV21  ";"2013JJ00";"    3681";"    2564";"       0";"    1916";"     480";"      37";"     432";"       1";"      10";"      87";"      81";"    1117"
"314614";"T001038";"71900";"PV21  ";"2014JJ00";"    3893";"    2657";"       0";"    1994";"     480";"      38";"     428";"       2";"      12";"      96";"      87";"    1236"
"314615";"T001038";"71900";"PV21  ";"2015JJ00";"    4097";"    2808";"       0";"    2139";"     496";"      31";"     456";"       1";"       8";"      94";"      79";"    1289"
"314616";"T001038";"71900";"PV21  ";"2016JJ00";"    4125";"    2898";"       0";"    2179";"     558";"      36";"     504";"       3";"      15";"      84";"      77";"    1227"
"314617";"T001038";"71900";"PV21  ";"2017JJ00";"    4152";"    3009";"       0";"    2294";"     566";"      33";"     520";"       2";"      11";"      87";"      62";"    1143"
"314618";"T001038";"71900";"PV21  ";"2018JJ00";"    4187";"    3088";"       0";"    2325";"     616";"      40";"     561";"       0";"      15";"      85";"      62";"    1099"
"314619";"T001038";"71900";"PV21  ";"2019JJ00";"    4178";"    3048";"       0";"    2287";"     613";"      35";"     565";"       1";"      12";"      91";"      57";"    1130"
"314620";"T001038";"71900";"PV21  ";"2020JJ00";"    4256";"    3098";"       0";"    2330";"     630";"      31";"     589";"       0";"      10";"      86";"      52";"    1158"
"314621";"T001038";"71900";"PV21  ";"2021JJ00";"    4335";"    3144";"       0";"    2315";"     687";"      32";"     633";"       1";"      21";"      93";"      49";"    1191"
"314622";"T001038";"71900";"PV21  ";"2022JJ00";"    4363";"    3177";"       0";"    2300";"     728";"      51";"     656";"       1";"      20";"      86";"      63";"    1186"
"314623";"T001038";"71900";"PV21  ";"2023JJ00";"    4333";"    3170";"       0";"    2283";"     735";"      48";"     667";"       1";"      19";"      90";"      62";"    1163"
"314624";"T001038";"71900";"PV21  ";"2024JJ00";"    4356";"    3188";"       0";"    2294";"     741";"      45";"     678";"       0";"      18";"      86";"      67";"    1168"
"314625";"T001038";"71900";"PV22  ";"2000JJ00";"    1679";"     966";"       0";"     659";"     189";"      44";"     135";"       1";"       9";"      47";"      71";"     713"
"314626";"T001038";"71900";"PV22  ";"2001JJ00";"    1721";"    1014";"       0";"     679";"     205";"      32";"     163";"       1";"       9";"      60";"      70";"     707"
"314627";"T001038";"71900";"PV22  ";"2002JJ00";"    1774";"    1055";"       0";"     725";"     189";"      22";"     163";"       0";"       4";"      62";"      79";"     719"
"314628";"T001038";"71900";"PV22  ";"2003JJ00";"    1787";"    1033";"       0";"     712";"     190";"      28";"     158";"       2";"       2";"      51";"      80";"     754"
"314629";"T001038";"71900";"PV22  ";"2004JJ00";"    1869";"    1098";"       0";"     789";"     171";"      29";"     134";"       4";"       4";"      52";"      86";"     771"
"314630";"T001038";"71900";"PV22  ";"2005JJ00";"    1960";"    1186";"       0";"     830";"     211";"      36";"     169";"       1";"       5";"      62";"      83";"     774"
"314631";"T001038";"71900";"PV22  ";"2006JJ00";"    2059";"    1272";"       0";"     900";"     219";"      39";"     174";"       0";"       6";"      61";"      92";"     787"
"314632";"T001038";"71900";"PV22  ";"2007JJ00";"    2137";"    1368";"       0";"     958";"     253";"      36";"     208";"       0";"       9";"      58";"      99";"     769"
"314633";"T001038";"71900";"PV22  ";"2008JJ00";"    2277";"    1485";"       0";"    1025";"     294";"      28";"     259";"       1";"       6";"      68";"      98";"     792"
"314634";"T001038";"71900";"PV22  ";"2009JJ00";"    2350";"    1564";"       0";"    1120";"     287";"      19";"     263";"       0";"       5";"      62";"      95";"     786"
"314635";"T001038";"71900";"PV22  ";"2010JJ00";"    2498";"    1706";"       0";"    1221";"     320";"      29";"     286";"       0";"       5";"      62";"     103";"     792"
"314636";"T001038";"71900";"PV22  ";"2011JJ00";"    2754";"    1928";"       0";"    1359";"     387";"      30";"     350";"       0";"       7";"      68";"     114";"     826"
"314637";"T001038";"71900";"PV22  ";"2012JJ00";"    2944";"    2118";"       0";"    1472";"     421";"      35";"     377";"       2";"       7";"      81";"     144";"     826"
"314638";"T001038";"71900";"PV22  ";"2013JJ00";"    3049";"    2214";"       0";"    1560";"     431";"      22";"     400";"       0";"       9";"      92";"     131";"     835"
"314639";"T001038";"71900";"PV22  ";"2014JJ00";"    3143";"    2184";"       0";"    1539";"     419";"      30";"     379";"       2";"       8";"      89";"     137";"     959"
"314640";"T001038";"71900";"PV22  ";"2015JJ00";"    3300";"    2359";"       0";"    1636";"     480";"      32";"     437";"       0";"      11";"     101";"     142";"     941"
"314641";"T001038";"71900";"PV22  ";"2016JJ00";"    3332";"    2428";"       0";"    1712";"     493";"      30";"     450";"       2";"      11";"      90";"     133";"     904"
"314642";"T001038";"71900";"PV22  ";"2017JJ00";"    3351";"    2459";"       0";"    1754";"     488";"      20";"     459";"       2";"       7";"      85";"     132";"     892"
"314643";"T001038";"71900";"PV22  ";"2018JJ00";"    3411";"    2541";"       0";"    1811";"     531";"      24";"     492";"       2";"      13";"      77";"     122";"     870"
"314644";"T001038";"71900";"PV22  ";"2019JJ00";"    3474";"    2580";"       0";"    1883";"     512";"      25";"     474";"       3";"      10";"      85";"     100";"     894"
"314645";"T001038";"71900";"PV22  ";"2020JJ00";"    3494";"    2587";"       0";"    1860";"     536";"      30";"     492";"       3";"      11";"      85";"     106";"     907"
"314646";"T001038";"71900";"PV22  ";"2021JJ00";"    3527";"    2607";"       0";"    1880";"     539";"      33";"     493";"       1";"      12";"      81";"     107";"     920"
"314647";"T001038";"71900";"PV22  ";"2022JJ00";"    3587";"    2700";"       0";"    1927";"     582";"      32";"     538";"       1";"      11";"      76";"     115";"     887"
"314648";"T001038";"71900";"PV22  ";"2023JJ00";"    3615";"    2678";"       0";"    1915";"     583";"      35";"     526";"       1";"      21";"      71";"     109";"     937"
"314649";"T001038";"71900";"PV22  ";"2024JJ00";"    3668";"    2697";"       0";"    1898";"     632";"      38";"     572";"       1";"      21";"      78";"      89";"     971"
"314650";"T001038";"71900";"PV23  ";"2000JJ00";"    3569";"    2119";"       0";"    1406";"     312";"      50";"     240";"       4";"      18";"     128";"     273";"    1450"
"314651";"T001038";"71900";"PV23  ";"2001JJ00";"    3642";"    2200";"       0";"    1452";"     335";"      65";"     248";"       3";"      19";"     140";"     273";"    1442"
